id,name,birthdate,deathdate
5249,Martin Campbell,13/10/1968,
5250,Martin Clunes,28/11/1961,
5251,Martin Compston,08/05/1984,
5252,Martin Dew,18/01/1968,
5253,Martin Donovan,19/08/1957,
5254,Martin Hancock,,
5255,Martin Henderson,08/10/1974,
5256,Martin Koolhoven,25/04/1969,
5257,Martin Kove,06/03/1946,
5258,Martin Landau,20/06/1928,
5259,Martin Lawrence,16/04/1965,
5260,Martin Lucey,,
5261,Martin McDonagh,26/03/1970,
5262,Martin Ritt,02/03/1914,08/12/1990
5263,Martin Scorsese,17/11/1942,
5264,Martin Semmelrogge,08/12/1955,
5265,Martin Sharpe,,
5266,Martin Short,26/03/1950,
5267,Martin Starr,30/07/1982,
5268,Martin Weisz,27/03/1966,
5269,Martina Gedeck,14/09/1961,
5270,Marty Lindsey,14/12/1970,
5271,Martyn Pick,,
5272,Marv Albert,12/06/1941,
5273,Mary Astor,03/05/1906,25/09/1987
5274,Mary Carr,1874-03-14,24/06/1973
5275,Mary Catherine Garrison,19/12/1973,
5276,Mary Elizabeth Mastrantonio,17/11/1958,
5277,Mary Goggin,12/08/1952,
5278,Mary Harron,12/01/1953,
5279,Mary J. Blige,11/01/1971,
5280,Mary Kate Wiles,,
5281,Mary Kay Place,23/09/1947,
5282,Mary Lambert,,
5283,Mary Lynn Rajskub,22/06/1971,
5284,Mary McCormack,08/02/1969,
5285,Mary McDonnell,28/04/1952,
5286,Mary McGuckian,27/05/1965,
5287,Mary Mouser,09/05/1996,
5288,Mary Norwood,,
5289,Mary Page Keller,03/03/1961,
5290,Mary Pat Kelly,,
5291,Mary Tsoni,,
5292,Mary Tyler Moore,29/12/1936,25/01/2017
5293,Mary-Kate Olsen,13/06/1986,
5294,Maryam Keshavarz,,
5295,Masayuki Ochiai,,
5296,Masi Oka,27/12/1974,
5297,Mason Gamble,16/01/1986,
5298,Mason Lee,30/05/1990,
5299,Master P,01/01/1945,
5300,Mateo Gil,23/09/1972,
5301,Matheus Nachtergaele,03/01/1969,
5302,Mathew Buck,01/12/1990,
5303,Mathieu Amalric,25/10/1965,
5304,Mathieu Kassovitz,03/08/1967,
5305,Matias Varela,23/06/1980,
5306,Matisyahu,30/06/1978,
5307,Matt Bennett,09/04/1968,
5308,Matt Berry,02/05/1974,
5309,Matt Bettinelli-Olpin,,
5310,Matt Birch,,
5311,Matt Bomer,11/10/1977,
5312,Matt Bushell,08/01/1974,
5313,Matt Cimber,,
5314,Matt Cohen,,
5315,Matt Crabtree,,
5316,Matt Craven,10/11/1956,
5317,Matt Damon,08/10/1970,
5318,Matt Day,28/09/1971,
5319,Matt Dillon,18/02/1964,
5320,Matt Frewer,04/01/1958,
5321,Matt Gerald,,
5322,Matt Hill,,
5323,Matt Hunter,,
5324,Matt Jackson,,
5325,Matt Johnson,,
5326,Matt Jones,01/11/1981,
5327,Matt Keeslar,15/10/1972,
5328,Matt King,28/07/1983,
5329,Matt Letscher,26/06/1970,
5330,Matt Long,18/05/1980,
5331,Matt Lucas,05/03/1974,
5332,Matt Maiellaro,,
5333,Matt Malloy,,
5334,Matt Marr,,
5335,Matt McCoy,20/05/1958,
5336,Matt O'Leary,06/07/1987,
5337,Matt Piedmont,,
5338,Matt Price,,
5339,Matt Prokop,29/07/1990,
5340,Matt Reeves,27/04/1966,
5341,Matt Ross,03/01/1970,
5342,Matt Schulze,03/07/1972,
5343,Matt Servitto,07/04/1965,
5344,Matt Shively,15/09/1990,
5345,Matt Smith,28/10/1982,
5346,Matt Stone,26/05/1971,
5347,Matt Walsh,13/10/1964,
5348,Matt Williams,,
5349,Matthew Alan,,
5350,Matthew Borlenghi,25/05/1967,
5351,Matthew Bright,08/07/1965,
5352,Matthew Broderick,21/03/1962,
5353,Matthew Cowles,28/09/1944,22/05/2014
5354,Matthew Daddario,,
5355,Matthew Diamond,,
5356,Matthew Emerick,,
5357,Matthew Feeney,12/07/1968,
5358,Matthew Glave,19/08/1963,
5359,Matthew Gray Gubler,09/03/1980,
5360,Matthew Gumley,07/02/1997,
5361,Matthew Hastings,21/10/1967,
5362,Matthew Knight,16/02/1994,
5363,Matthew Lawrence,11/02/1980,
5364,Matthew Macfadyen,17/10/1974,
5365,Matthew McConaughey,04/11/1969,
5366,Matthew McGrory,17/05/1973,09/08/2005
5367,Matthew Modine,22/03/1959,
5368,Matthew O'Callaghan,,
5369,Matthew Perry,19/08/1969,
5370,Matthew R. Anderson,,
5371,Matthew Robbins,15/07/1945,
5372,Matthew Settle,17/09/1969,
5373,Matthew Sunderland,,
5374,Matthew Vaughn,07/03/1971,
5375,Matthew Walker,,
5376,Matthew Watts,,
5377,Matthew Ziff,24/03/1991,
5378,Matthias Habich,12/01/1940,
5379,Matty Rich,06/11/1971,
5380,Maude Apatow,15/12/1997,
5381,Maura Tierney,03/02/1965,
5382,Maureen McCormick,05/08/1956,
5383,Maurice Compte,,
5384,Maurice Joyce,13/03/1969,
5385,Maurice LaMarche,30/03/1958,
5386,Maurice RoÃ«ves,19/03/1937,
5387,Maurizio Benazzo,,
5388,Maury Chaykin,27/07/1949,27/07/2010
5389,Max Adler,17/01/1986,
5390,Max Beesley,16/04/1971,
5391,Max Casella,06/06/1967,
5392,Max Cullen,29/04/1940,
5393,Max FÃ¤rberbÃ¶ck,22/09/1950,
5394,Max Gail,05/04/1943,
5395,Max Joseph,,
5396,Max Kerstein,,
5397,Max Mayer,,
5398,Max Minghella,16/09/1985,
5399,Max Records,18/06/1997,
5400,Max Riemelt,07/01/1984,
5401,Max Ryan,,
5402,Max Wright,02/08/1943,
5403,Maximilian Dirr,06/01/1983,
5404,Maximilian Schell,08/12/1930,01/02/2014
5405,Maxine Bahns,28/02/1971,
5406,Maxwell Moody,,
5407,Maya Angelou,04/04/1928,28/05/2014
5408,McG,09/08/1968,
5409,Mckenna Grace,25/06/2006,
5410,Meat Loaf,27/09/1947,
5411,Meg Crosbie,11/07/2003,
5412,Meg Foster,10/05/1948,
5413,Megalyn Echikunwoke,28/05/1983,
5414,Megan Ambuhl Graner,,
5415,Megan Burns,25/06/1986,
5416,Megan Charpentier,,
5417,Megan Franich,,
5418,Megan Hilty,29/03/1981,
5419,Megan Mullally,12/11/1958,
5420,Megan Park,24/07/1986,
5421,Meghan Heffern,03/10/1983,
5422,Meghan Ory,20/08/1982,
5423,Megyn Price,24/03/1971,
5424,Mehcad Brooks,25/10/1980,
5425,Mei MelanÃ§on,03/03/1980,
5426,Meiert Avis,,
5427,Mekhi Phifer,29/12/1974,
5428,Mekia Cox,,
5429,Mel Blanc,30/05/1908,10/07/1989
5430,Mel Brooks,28/06/1926,
5431,Mel Eslyn,19/08/1983,
5432,Mel Ferrer,25/08/1917,02/06/2008
5433,Mel Gibson,03/01/1956,
5434,Mel Rodriguez,12/06/1973,
5435,Mel Smith,03/12/1952,19/07/2013
5436,Mel Stuart,02/09/1928,09/08/2012
5437,MÃ©lanie Doutey,22/11/1978,
5438,Melanie Griffith,09/08/1957,
5439,Melanie Kinnaman,18/12/1953,
5440,Melanie Papalia,11/07/1984,
5441,Melina Kanakaredes,23/04/1967,
5442,Melinda Clarke,24/04/1969,
5443,Melinda Dillon,13/10/1939,
5444,Melissa Benoist,04/10/1988,
5445,Melissa Bolona,,
5446,MÃ©lissa DÃ©sormeaux-Poulin,,
5447,Melissa Gilbert,08/05/1964,
5448,Melissa McMeekin,20/11/1972,
5449,Melissa Ordway,31/03/1983,
5450,Melissa Roxburgh,10/12/1992,
5451,Melissa Sagemiller,01/06/1974,
5452,Melissa Sturm,,
5453,MÃ©lissa Theuriau,18/07/1978,
5454,Melonie Diaz,25/04/1984,
5455,Melora Walters,21/10/1960,
5456,Melvil Poupaud,26/01/1973,
5457,Melville Shavelson,01/04/1917,08/08/2007
5458,Melvin Van Peebles,21/08/1932,
5459,Melvyn Douglas,05/04/1901,04/08/1981
5460,Mem Ferda,30/10/1963,
5461,Mennan Yapo,,
5462,Menno Meyjes,,
5463,Merab Ninidze,03/11/1965,
5464,Mercedes MorÃ¡n,21/09/1955,
5465,Meredith Hagner,31/05/1987,
5466,Meredith Scott Lynn,08/03/1970,
5467,Merritt Wever,11/08/1980,
5468,Merry Clayton,25/12/1948,
5469,Mervyn LeRoy,15/10/1900,13/09/1987
5470,Meryl Streep,22/06/1949,
5471,Method Man,11/01/1971,
5472,Mews Small,20/03/1942,
5473,Mhairi Calvey,07/05/1988,
5474,Mia Barron,,
5475,Mia Farrow,09/02/1945,
5476,Mia Kirshner,25/01/1975,
5477,MÃ­a Maestro,31/03/1968,
5478,Mia Sara,19/06/1967,
5479,Mia Wasikowska,14/10/1989,
5480,Mic Rodgers,,
5481,Micah Sloat,,
5482,Michael Aaron Milligan,,
5483,Michael Abbott Jr.,08/07/1978,
5484,Michael Anderson,,
5485,Michael Angarano,03/12/1987,
5486,Michael Apted,10/02/1941,
5487,Michael Bay,17/02/1965,
5488,Michael Beach,30/10/1963,
5489,Michael Beck,,
5490,Michael Berryman,04/09/1948,
5491,Michael Biehn,31/07/1956,
5492,Michael Bolten,27/07/1991,
5493,Michael Bowen,21/06/1953,
5494,Michael Bower,12/02/1975,
5495,Michael Brandon,20/04/1945,
5496,Michael Burke,,
5497,Michael Byrne,07/11/1943,
5498,Michael C. Williams,22/11/1966,
5499,Michael Caton-Jones,15/10/1957,
5500,Michael Cerveris,06/11/1960,
5501,Michael Chapman,,
5502,Michael Chernus,08/08/1977,
5503,Michael Cimino,03/02/1939,02/07/2016
5504,Michael Clancy,,
5505,Michael Cohn,05/09/1951,
5506,Michael Corrente,06/04/1959,
5507,Michael Cortez,,
5508,Michael Crichton,23/10/1942,04/11/2008
5509,Michael Cristofer,22/01/1945,
5510,Michael Cudlitz,29/12/1964,
5511,Michael Cuesta,08/07/1963,
5512,Michael Curtiz,1886-12-24,10/04/1962
5513,Michael D. Sellers,,
5514,Michael DeLorenzo,31/10/1959,
5515,Michael Derek,31/01/1942,19/02/1994
5516,Michael Des Barres,24/01/1948,
5517,Michael Dinner,,
5518,Michael Dorman,26/04/1981,
5519,Michael Dorn,09/12/1952,
5520,Michael Dougherty,28/10/1974,
5521,Michael Douglas,25/09/1944,
5522,Michael Dowse,19/04/1973,
5523,Michael Dudikoff,08/10/1954,
5524,Michael Eisner,07/03/1942,
5525,Michael Elian,,
5526,Michael Elphick,19/09/1946,07/09/2002
5527,Michael Emerson,07/09/1954,
5528,Michael Fassbender,02/04/1977,
5529,Michael Gaston,15/02/1967,
5530,Michael Gornick,,
5531,Michael Gough,03/12/1956,
5532,Michael Greyeyes,04/06/1967,
5533,Michael Gross,21/06/1947,
5534,Michael Haneke,23/03/1942,
5535,Michael Harding,,
5536,Michael Herz,,
5537,Michael Higgenbottom,,
5538,Michael Hitchcock,28/07/1958,
5539,Michael Hoffman,30/11/1956,
5540,Michael Hoffman Jr.,27/02/1981,
5541,Michael Horse,21/12/1951,
5542,Michael Imperioli,26/03/1966,
5543,Michael Irby,16/11/1972,
5544,Michael J. Bassett,,
5545,Michael J. Burg,28/12/1968,
5546,Michael J. Morris,26/05/1907,11/06/1979
5547,Michael J. Pollard,30/05/1939,
5548,Michael Jai White,10/11/1967,
5549,Michael Jeter,26/08/1952,30/03/2003
5550,Michael Joiner,,
5551,Michael Jordan,09/02/1987,
5552,Michael Kang,14/09/1954,
5553,Michael Kelly,22/05/1969,
5554,Michael Kitchen,31/10/1948,
5555,Michael Landers,12/03/1962,
5556,Michael Landes,18/09/1972,
5557,Michael Landon Jr.,20/06/1964,
5558,Michael Lehmann,30/03/1957,
5559,Michael Lembeck,25/06/1948,
5560,Michael Lerner,22/06/1941,
5561,Michael Lieber,,
5562,Michael Lonsdale,24/05/1931,
5563,Michael Mann,05/02/1943,
5564,Michael Martin,,
5565,Michael Mayer,,
5566,Michael McCullers,,
5567,Michael McElhatton,,
5568,Michael McGlone,10/08/1972,
5569,Michael McGowan,14/04/1966,
5570,Michael McKean,17/10/1947,
5571,Michael McLafferty,05/09/1972,
5572,Michael McMillian,21/10/1978,
5573,Michael Meredith,22/09/1967,
5574,Michael Michele,30/08/1966,
5575,Michael Monks,,
5576,Michael Moore,23/04/1954,
5577,Michael Mosley,22/03/1957,
5578,Michael Nardone,20/01/1967,
5579,Michael Nouri,09/12/1945,
5580,Michael Nyqvist,08/11/1960,
5581,Michael O. Sajbel,,
5582,Michael O'Keefe,27/07/1977,
5583,Michael O'Neill,,
5584,Michael Palin,05/05/1943,
5585,Michael Papajohn,07/11/1964,
5586,Michael ParÃ©,,
5587,Michael Parks,24/04/1940,
5588,Michael Parle,09/10/1958,
5589,Michael Patrick Jann,15/05/1970,
5590,Michael Patrick King,14/09/1954,
5591,Michael Polish,30/10/1970,
5592,Michael Pollan,06/02/1955,
5593,Michael Potts,,
5594,Michael Pressman,01/07/1950,
5595,Michael Radford,24/02/1946,
5596,Michael Rady,20/08/1981,
5597,Michael Rapaport,20/03/1970,
5598,Michael Raymond-James,24/12/1977,
5599,Michael Richards,05/07/1975,
5600,Michael Rispoli,27/11/1960,
5601,Michael Ritchie,28/11/1938,16/04/2001
5602,Michael Roark,09/05/1983,
5603,Michael Roemer,01/01/1928,
5604,Michael Rymer,,
5605,Michael Schultz,10/11/1938,
5606,Michael Smiley,,
5607,Michael Spears,28/12/1977,
5608,Michael Spierig,,
5609,Michael Stahl-David,28/10/1982,
5610,Michael Stuhlbarg,05/07/1968,
5611,Michael Sucsy,14/02/1973,
5612,Michael Taliferro,23/08/1961,04/05/2006
5613,Michael Tiddes,,
5614,Michael Tollin,06/10/1955,
5615,Michael Wadleigh,24/09/1939,
5616,Michael Walker,,
5617,Michael Welch,25/07/1987,
5618,Michael Weston,25/10/1973,
5619,Michael Wincott,21/01/1958,
5620,Michael Winner,,
5621,Michael Winnick,,
5622,Michael Winslow,06/09/1958,
5623,Michael Winterbottom,29/03/1961,
5624,Michael Wong,,
5625,Michael Wright,30/04/1956,
5626,Michaela McManus,20/05/1983,
5627,Michaela Watkins,,
5628,Michel Bouquet,06/11/1925,
5629,Michel CÃ´tÃ©,,
5630,Michel Galabru,27/10/1922,04/01/2016
5631,Michel Gondry,08/05/1963,
5632,Michel Hazanavicius,29/03/1967,
5633,Michel Leclerc,,
5634,Michel Muller,09/09/1966,
5635,Michel Orion Scott,,
5636,Michel Robin,13/10/1930,
5637,Michel Serrault,24/01/1928,29/07/2007
5638,Michel Simon,1895-04-09,30/05/1975
5639,Michele Morrow,19/03/1978,
5640,Michelle Forbes,08/01/1965,
5641,Michelle Hurst,,
5642,Michelle Krusiec,02/10/1974,
5643,Michelle Nolden,,
5644,Michelle Simone Miller,,
5645,Michelle Tabora,,
5646,Michiel Huisman,18/07/1981,
5647,Mick Foley,07/06/1965,
5648,Mick Jackson,04/10/1943,
5649,Mick Jagger,26/07/1943,
5650,Mick Lally,10/11/1945,31/08/2010
5651,Mickey Hart,11/09/1943,
5652,Mickey Liddell,,
5653,Miguel A. NÃºÃ±ez Jr.,,
5654,Miguel Ãngel SolÃ¡,14/05/1950,
5655,Miguel Arteta,,
5656,Miguel Ferrer,07/02/1955,19/01/2017
5657,Miguel Sandoval,16/11/1951,
5658,Miguel Sapochnik,,
5659,Mihalis Giannatos,,17/09/2013
5660,Mika Boorem,18/08/1987,
5661,Mikaal Bates,,
5662,Mikael HÃ¥fstrÃ¶m,01/07/1960,
5663,Mikael Salomon,24/02/1945,
5664,Mikal Vega,,
5665,Mike 'The Miz' Mizanin,08/10/1980,
5666,Mike Barker,07/06/1968,
5667,Mike Beckingham,,
5668,Mike Bell,30/07/1938,
5669,Mike Bigelow,,
5670,Mike Binder,,
5671,Mike Birbiglia,20/06/1978,
5672,Mike Block,,
5673,Mike Brett,,
5674,Mike Bruce,,
5675,Mike Cahill,05/07/1979,
5676,Mike Colter,26/08/1976,
5677,Mike Disa,,
5678,Mike Dopud,10/06/1968,
5679,Mike Doyle,,
5680,Mike Epps,18/11/1970,
5681,Mike Eshaq,,
5682,Mike Figgis,28/02/1948,
5683,Mike Figueroa,15/05/1977,
5684,Mike Flanagan,20/05/1978,
5685,Mike Gabriel,05/11/1954,
5686,Mike Hodges,,
5687,Mike Howard,,
5688,Mike Huckabee,24/08/1955,
5689,Mike Judge,17/10/1962,
5690,Mike Leigh,20/02/1943,
5691,Mike Marvin,,
5692,Mike Mayhall,,
5693,Mike McCoy,,
5694,Mike Mills,,
5695,Mike Mitchell,,
5696,Mike Muscat,22/05/1952,
5697,Mike Nawrocki,08/07/1966,
5698,Mike Newell,28/03/1942,
5699,Mike Nichols,06/11/1931,19/11/2014
5700,Mike O'Malley,31/10/1966,
5701,Mike Stanley,,
5702,Mike Starr,29/07/1950,
5703,Mike Tyson,30/06/1966,
5704,Mike van Diem,12/01/1959,
5705,Mike Vogel,17/07/1979,
5706,Mike White,28/06/1970,
5707,Mikel Rueda,06/07/1980,
5708,Mikki Padilla,27/05/1974,
5709,Miko Hughes,22/02/1986,
5710,Mila Kunis,14/08/1983,
5711,Milan Lasica,03/02/1940,
5712,Milla Jovovich,17/12/1975,
5713,Milo O'Shea,02/06/1926,02/04/2013
5714,Milos Forman,18/02/1932,
5715,Mimi Kirkland,,
5716,Mimi Leder,26/01/1952,
5717,Mimi Rogers,27/01/1956,
5718,Min-sik Choi,22/01/1962,
5719,Mindy Kaling,24/06/1979,
5720,Mindy Sterling,11/07/1953,
5721,Ming-Na Wen,20/11/1963,
5722,Mini Anden,07/06/1978,
5723,Mink Stole,25/08/1947,
5724,Minnie Driver,31/01/1970,
5725,Minoru Chiaki,30/07/1917,01/11/1999
5726,Mira Nair,15/10/1957,
5727,Mira Sorvino,28/09/1967,
5728,Miranda Cosgrove,14/05/1993,
5729,Miranda July,15/02/1974,
5730,Miranda Otto,16/12/1967,
5731,Miranda Richardson,03/03/1958,
5732,Mircea Monroe,11/03/1982,
5733,Mireille Enos,22/09/1975,
5734,Miriam Colon,20/08/1936,03/03/2017
5735,Miriam Margolyes,18/05/1941,
5736,Miriam Shor,25/07/1971,
5737,Miriama Smith,03/06/1976,
5738,Mirlan Abdulayev,,
5739,Misha Gabriel Hamilton,13/05/1987,
5740,Mishael Morgan,,
5741,Misty Upham,06/07/1982,05/10/2014
5742,Mitch Davis,,
5743,Mitch Pileggi,05/04/1952,
5744,Mitchell Altieri,,
5745,Mitchell Lichtenstein,10/03/1956,
5746,Mitchell Ryan,11/01/1928,
5747,Mithun Chakraborty,16/06/1947,
5748,Mitsuo Iwata,31/07/1967,
5749,Miyu Irino,19/02/1988,
5750,Mo Gallini,15/02/1966,
5751,Mo'Nique,11/12/1967,
5752,Mohamad Haref Harati,,
5753,Mohammad Amir Naji,,
5754,Moises Arias,18/04/1994,
5755,Mojgan Faramarzi,,
5756,Molly Bernstein,,
5757,Molly C. Quinn,08/10/1993,
5758,Molly Dunsworth,,
5759,Molly Ephraim,22/05/1986,
5760,Molly Hagan,03/08/1961,
5761,Molly Parker,30/06/1972,
5762,Molly Shannon,16/09/1964,
5763,Mona Fastvold,07/03/1986,
5764,Mona Marshall,31/08/1947,
5765,Monda Scott,,
5766,Monica Barladeanu,12/12/1978,
5767,Monica Calhoun,29/07/1971,
5768,Monica Keena,28/05/1979,
5769,Monica Potter,30/06/1971,
5770,Monique Candelaria,,
5771,Monique Gabriela Curnen,07/09/1970,
5772,Monte Hellman,12/07/1932,
5773,Montgomery Clift,17/10/1920,23/07/1966
5774,Mor Loushy,,
5775,Mora Stephens,05/02/1976,
5776,Morgan Fairchild,03/02/1950,
5777,Morgan Freeman,01/06/1937,
5778,Morgan J. Freeman,01/06/1937,
5779,Morgan Neville,10/10/1967,
5780,Morgan Saylor,26/10/1994,
5781,Morgan Spurlock,07/11/1970,
5782,Morgana O'Reilly,19/08/1985,
5783,Moritz Bleibtreu,13/08/1971,
5784,Mort Nathan,,
5785,Morten Tyldum,19/05/1967,
5786,Moustapha Akkad,01/07/1930,11/11/2005
5787,Mugambi Nthiga,,
5788,Munro Chambers,29/07/1990,
5789,Murray Bartlett,20/03/1971,
5790,Murray Hamilton,24/03/1923,01/09/1986
5791,Muse Watson,20/07/1948,
5792,Mustafa Haidari,,
5793,MyAnna Buring,22/09/1979,
5794,Mykel Shannon Jenkins,03/07/1969,
5795,Mykelti Williamson,04/03/1957,
5796,Myles Berkowitz,,
5797,Myrna Loy,02/08/1905,14/12/1993
5798,Na'Blonka Durden,,
5799,Nacho Vigalondo,,
5800,Naderev Sano,,
5801,Nadia Tass,,
5802,Nadine Labaki,18/02/1974,
5803,Nadine Velazquez,20/11/1978,
5804,Nae Caranfil,07/09/1960,
5805,Najarra Townsend,05/12/1989,
5806,Nambitha Mpumlwana,12/02/1967,
5807,Nancy Allen,,
5808,Nancy Cartwright,25/10/1957,
5809,Nancy Ison,21/03/1946,18/06/2002
5810,Nancy Kyes,19/12/1949,
5811,Nancy Meyers,08/12/1949,
5812,Nancy O'Dell,25/02/1966,
5813,Nancy Travis,21/09/1961,
5814,Nancy Walker,10/05/1922,25/03/1992
5815,Nandita Das,07/11/1969,
5816,Nanette Burstein,23/05/1970,
5817,Naomi Nishida,16/02/1972,
5818,Naomi Watts,28/09/1968,
5819,Nargess Mamizadeh,,
5820,Naseeruddin Shah,20/07/1950,
5821,Nastassja Kinski,24/01/1961,
5822,Nat Faxon,,
5823,Nat Wolff,23/10/1958,
5824,Natalie Bible',09/11/1983,
5825,Natalie Canerday,09/03/1962,
5826,Natalie Coughlin,23/08/1982,
5827,Natalie Imbruglia,04/02/1975,
5828,Natalie Lisinska,,
5829,Natalie Mendoza,12/08/1978,
5830,Natalie Portman,09/06/1981,
5831,Natalie Press,15/08/1980,
5832,Natalie Stephany Aguilar,,
5833,Natalie Welch,,
5834,Nataliya Vdovina,12/01/1969,
5835,Natalya Bondarchuk,10/05/1950,
5836,Nataniel SÃ¡nchez,,
5837,Natascha McElhone,14/12/1969,
5838,Natasha Bedingfield,26/11/1981,
5839,Natasha Calis,,
5840,Natasha Gregson Wagner,29/09/1970,
5841,Natasha Henstridge,15/08/1974,
5842,Natasha Lyonne,04/04/1979,
5843,Natasha Richardson,11/05/1963,18/03/2009
5844,Nate Parker,18/11/1979,
5845,Nathalie Baye,06/07/1948,
5846,Nathalie Fay,,
5847,Nathan Frankowski,,
5848,Nathan Greno,22/03/1975,
5849,Nathan Jones,,
5850,Nathan Lane,03/02/1956,
5851,Nathan Parsons,16/06/1988,
5852,Nathan Smith Jones,,
5853,Nathaniel Lees,,
5854,Nathaniel Parker,18/05/1962,
5855,Nathin Butler,,
5856,Nawazuddin Siddiqui,19/05/1974,
5857,Neal Brennan,,
5858,Necar Zadegan,,
5859,Necati Sasmaz,15/12/1971,
5860,Ned Beatty,06/07/1937,
5861,Ned Bellamy,07/05/1957,
5862,Neema Barnette,14/12/1949,
5863,Neeru Bajwa,26/08/1980,
5864,Nehemiah Persoff,02/08/1919,
5865,Neil Armstrong,05/08/1930,25/08/2012
5866,Neil Brown Jr.,19/06/1980,
5867,Neil Burger,,
5868,Neil Diamond,24/01/1941,
5869,Neil Flynn,13/11/1960,
5870,Neil Hopkins,13/05/1977,
5871,Neil Jordan,25/02/1950,
5872,Neil LaBute,19/03/1963,
5873,Neil Marshall,25/05/1970,
5874,Neil Maskell,,
5875,Neil Mcenery-West,,
5876,Neill Blomkamp,17/09/1979,
5877,Neill Dela Llana,,
5878,Nellie McKay,13/04/1982,
5879,Nellie Sciutto,,
5880,Nels Lennarson,14/10/1972,
5881,Nelson Ascencio,30/08/1964,
5882,Nelson McCormick,,
5883,Neville Brand,13/08/1920,16/04/1992
5884,Newt Arnold,22/02/1922,12/02/2000
5885,Ni Ni,12/01/1987,
5886,Ni Yan,10/03/1971,
5887,Nia Long,30/10/1970,
5888,Nia Peeples,10/12/1961,
5889,Nia Vardalos,24/09/1962,
5890,Niall Horan,13/09/1993,
5891,Niall Johnson,,
5892,Niamh Cusack,20/10/1959,
5893,Nichelle Nichols,28/12/1932,
5894,Nichola Burley,,
5895,Nicholas Aaron,,
5896,Nicholas Bell,24/03/1952,
5897,Nicholas Braun,01/05/1988,
5898,Nicholas Carella,20/08/1980,
5899,Nicholas Elia,29/03/1997,
5900,Nicholas Fackler,,
5901,Nicholas Farrell,,
5902,Nicholas Gonzalez,03/01/1976,
5903,Nicholas Hamilton,04/05/2000,
5904,Nicholas Hammond,15/05/1950,
5905,Nicholas Hytner,07/05/1956,
5906,Nicholas Jarecki,,
5907,Nicholas Lea,29/05/1941,
5908,Nicholas Meyer,24/12/1945,
5909,Nicholas Ray,07/08/1911,16/06/1979
5910,Nicholas Rowe,22/11/1966,
5911,Nicholas Simmons,31/03/1980,
5912,Nicholas Stoller,19/03/1976,
5913,Nicholas Tse,29/08/1980,
5914,Nicholas Turturro,29/01/1962,
5915,Nicholaus Goossen,,
5916,Nichole Ceballos,,
5917,Nick Cannon,08/10/1980,
5918,Nick Cassavetes,21/05/1959,
5919,Nick Cave,22/09/1957,
5920,Nick Chinlund,18/11/1961,
5921,Nick Damici,,
5922,Nick Gomez,,
5923,Nick Hamm,,
5924,Nick Hurran,,
5925,Nick Krause,14/04/1992,
5926,Nick Love,24/12/1969,
5927,Nick Murphy,,
5928,Nick Principe,30/12/1978,
5929,Nick Robinson,22/03/1995,
5930,Nick Searcy,07/03/1959,
5931,Nick Stahl,05/12/1979,
5932,Nick Tomnay,,
5933,Nick Zano,08/03/1978,
5934,Nicki Aycox,26/05/1975,
5935,Nickolas Perry,,
5936,Nicky Katt,11/05/1970,
5937,Nicky NaudÃ©,,
5938,Nicol Williamson,14/09/1936,16/12/2011
5939,Nicola Walker,15/05/1970,
5940,Nicolae Constantin Tanase,,
5941,Nicolas Cage,07/01/1964,
5942,Nicolas Giraud,12/11/1978,
5943,Nicolas Winding Refn,29/09/1970,
5944,Nicole Ari Parker,07/10/1970,
5945,Nicole Beharie,,
5946,Nicole de Boer,20/12/1970,
5947,Nicole Dionne,26/05/1979,
5948,Nicole Holofcener,22/03/1960,
5949,Nicole MuÃ±oz,24/06/1994,
5950,Nicole Randall Johnson,09/12/1973,
5951,Nicole Scherzinger,29/06/1978,
5952,Nicole Smolen,09/12/1996,
5953,Nicole Sullivan,21/04/1970,
5954,Nicollette Sheridan,21/11/1963,
5955,Niecy Nash,23/02/1970,
5956,Niels Arden Oplev,26/03/1961,
5957,Nigel Bruce,09/07/1949,
5958,Nigel Cole,,
5959,Nigel Whitmey,,
5960,Niketa Calame,10/11/1980,
5961,Niki Caro,,
5962,Nikki Griffin,16/04/1978,
5963,Nikola Djuricko,09/07/1974,
5964,Nils Gaup,,
5965,Nils-Anders VallgÃ¥rda,,
5966,Nima Nourizadeh,12/11/1977,
5967,Nimrat Kaur,,
5968,NimrÃ³d Antal,30/11/1973,
5969,Nina Arianda,18/09/1984,
5970,Nina Hartley,11/03/1959,
5971,Nina Hoss,07/07/1975,
5972,Nirut Sirichanya,,
5973,Nissim Renard,,
5974,Nnegest LikkÃ©,19/02/1970,
5975,Noah Baumbach,03/09/1969,
5976,Noah Bean,20/08/1978,
5977,Noah Buschel,31/05/1978,
5978,Noah Danby,24/04/1974,
5979,Noah Emmerich,27/02/1965,
5980,Noah Huntley,07/09/1974,
5981,Noah Lomax,,
5982,Noah Ringer,18/11/1997,
5983,Noah Segan,05/10/1983,
5984,Noah Taylor,04/09/1969,
5985,Noam Chomsky,07/12/1928,
5986,Noam Jenkins,,
5987,Noam Murro,16/08/1961,
5988,Noel Clarke,06/12/1975,
5989,Noel Fisher,13/03/1984,
5990,Noel Gugliemi,,
5991,Noel Marshall,18/04/1931,27/06/2010
5992,NoÃ©mie Lenoir,19/09/1979,
5993,Nolan Gerard Funk,28/07/1986,
5994,Nona Gaye,04/09/1974,
5995,Nonso Anozie,28/05/1979,
